year,longitude,latitude,where_coordinates,best,deaths_civilians
2000,97.669144,21.271831,Lai-Kha town,1,1
2000,97.668024,21.272245,Lai-Kha Township,1,1
2000,97.466667,17.116667,Min-lwin town,4,4
2000,97.484336,17.121358,Pein-ne-taw town,4,4
2000,92.320319,20.8614,Naf River,2,2
2000,98.3665,20.317697,Mong Pan Township,3,3
2000,99.011649,12.090315,Tanintharyi town,1,1
2000,99.25,20.533333,Mong Hsat Township,1,1
2000,97.643469,16.876903,Hpa-an town,1,1
2000,96.950314,17.877294,Htee Bla Village town,1,1
2000,96.130278,21.613056,Kyauk Se town,1,1
2000,97.137222,19.47545,Htee Paw Soe Town,3,3
2000,98.118161,16.038403,Kya In Seik Gyi town,1,1
2000,97.71672,20.89184,Namsang Township,1,1
2000,96.644872,10.279447,Andaman sea,15,15
2000,96.949847,18.864067,Hoki Town,2,2
2001,98.025556,20.800556,Loi La town,6,6
2001,96.824444,18.885833,Hsaw Wah Der Town,1,1
2001,97.7,17.7,Hpa-an District,1,1
2001,98.47457,14.091061,Dawai District,1,1
2001,99.605689,21.280781,Kengtung Township,1,1
2001,96.25,18.25,Bago Division,1,1
2001,98.75,13,Tanintharyi Division,1,1
2001,96.657975,18.393456,Wea Gyi Village town,1,1
2001,92.320319,20.8614,Naf River,1,1
2001,96.758722,18.81995,Ko Loo town,1,1
2001,96.533333,18.716667,Zayatkyi town,1,1
2001,97.563889,20.925,Loilen Township,10,10
2001,96.805081,18.954692,Naw Thay Der town,2,2
2001,99.05,12.416667,Myeik District,1,1
2001,98.516667,14.166667,Myitta town,1,1
2001,96.875314,17.923614,Shwegyin town,1,1
2001,97.75,16.25,Mon State,1,1
2001,97.329811,17.518708,Paw-gi-khee town,1,1
2002,98.75,13,Tanintharyi Division,1,1
2002,98.934444,20.294722,Mong Ton Township,3,3
2002,99.25,20.533333,Mong Hsat Township,7,7
2002,97.668024,21.272245,Lai-Kha Township,1,1
2002,98.140072,16.012828,Wah-bo-gon town,1,1
2002,96.25,18.25,Bago Division,2,2
2002,98.429888,21.304659,Kun-Hing Township,1,1
2002,98.427942,21.301664,Kun-Hing Town,2,2
2002,97.530556,21.607778,Mong Keung Township,6,6
2002,99.880833,20.4475,Tachilek Township,2,2
2002,97.669144,21.271831,Lai-Kha town,4,4
2002,97.866667,20.516667,Murng-Nai town,3,3
2002,98.988625,11.453025,Pyiguimandaing town,1,1
2002,97.399686,17.471319,Baw Naw,1,1
2002,99.605689,21.280781,Kengtung Township,70,70
2003,97.668024,21.272245,Lai-Kha Township,2,2
2003,98,22,Shan State,7,7
2003,97.683333,17.616667,Bu-tho-kho Mountain,1,1
2003,97.7,17.7,Hpa-an District,1,1
2003,97.866667,20.516667,Murng Nai Township,7,7
2003,97.71672,20.89184,Namsang Township,1,1
2003,98.427942,21.301664,Kun-Hing Town,7,7
2003,98.429888,21.304659,Kun-Hing Township,2,2
2003,97.669144,21.271831,Lai-Kha town,2,2
2003,97.442981,18.062283,Papun Town,2,2
2003,97.274696,17.1325,Thaton District,2,2
2003,99.605689,21.280781,Kengtung Town,2,2
2003,95.151956,22.470931,Depayin town,63,63
2003,97.530556,21.607778,Mong Keung Township,1,1
2003,100.360278,21.178333,Mong Yawng Township,1,1
2003,99.922778,20.875833,Monghpyak Township,1,1
2003,97.966664,21.427761,Ho Nam Town,1,1
2003,96.25,18.25,Bago Division,1,1
2003,98.47457,14.091061,Dawai District,3,3
2003,98.111969,21.102417,Kho Lam town,2,2
2003,98.532075,21.286142,Ka Li Town,3,3
2003,92.366667,20.816667,Maungdaw town,1,1
2004,97.7,17.7,Hpa-an District,1,1
2004,98.025556,20.800556,Loi La town,1,1
2004,98.3665,20.317697,Mong Pan Township,2,2
2004,96.25,18.25,Bago Division,2,2
2004,97.15,18.816667,Mawchi town,4,4
2004,96.772247,18.327769,Kyauk Kyi town,1,1
2004,96.593308,17.732744,Bago District,1,1
2004,97.71672,20.89184,Namsang Township,1,1
2004,98.365374,21.906598,Mongshu Township,3,3
2004,97.530556,21.607778,Mong Keung Township,1,1
2004,97.668024,21.272245,Lai-Kha Township,1,1
2004,92.399878,20.911642,Kyi Kan Pyin town,1,1
2004,98.683333,10.833333,Kadin Town,1,1
2004,97.75,16.25,Mon State,1,1
2004,97.851753,15.761408,Mawlamyine District,3,3
2004,98.393056,22.495278,Tangyan Township,1,1
2004,92.360793,20.922044,Maungdaw Township,1,1
2004,97.82099,21.929133,Kyethi Township,1,1
2004,98.244408,15.833678,Kawkareik District,1,1
2004,98.934444,20.294722,Mong Ton Township,2,2
2004,99.25,20.533333,Mong Hsat Township,1,1
2004,97.528612,21.61166,Murng-Kerng Township,1,1
2005,97.7,17.7,Hpa-an District,1,1
2005,98.75,13,Tanintharyi Division,4,4
2005,93.733333,23.75,Falam District,1,1
2005,92.320319,20.8614,Naf River,70,70
2005,97.528612,21.61166,Murng-Kerng Township,2,2
2005,92.360793,20.922044,Maungdaw Township,2,2
2005,98.3665,20.317697,Mong Pan Township,2,2
2005,97.851753,15.761408,Mawlamyine District,1,1
2005,97.71672,20.89184,Namsang Township,1,1
2005,98.429888,21.304659,Kun-Hing Township,1,1
2005,97.782433,15.261422,Duya town,1,1
2005,97.866667,20.516667,Murng Nai Township,1,1
2005,95,17,Ayeyarwady Division,1,1
2005,95.179953,16.892569,Einme Township,1,1
2005,98.410853,12.204686,Mergui Archipelago,13,13
2005,97.668024,21.272245,Lai-Kha Township,1,1
2005,93.442944,21.594111,Matupi town,2,2
2005,93.45,21.6,Matupi Township,2,2
2005,97.05,22.5,Kyaukme Township,4,4
2005,99.880833,20.4475,Tachilek Township,1,1
2005,97.178824,24.260229,Bhamo District,6,6
2006,97.370008,16.918668,Thaton town,1,1
2006,97.343611,19.175833,Bawlakhe,1,1
2006,97.7,17.7,Hpa-an District,3,3
2006,97.853158,15.510317,Maw-ka-nin town,2,2
2006,96.772247,18.327769,Kyauk Kyi town,1,1
2006,96.729161,18.633767,Maladaw town,1,1
2006,96.755197,19.089042,Ker Der Kah Town,1,1
2006,96.150408,16.79845,Yangon town,1,1
2006,98.47457,14.091061,Dawai District,2,2
2006,98.331783,14.705158,Thai Border East,11,11
2006,97.528612,21.61166,Murng-Kerng Township,1,1
2006,96.824444,18.885833,Hsaw Wah Der Town,1,1
2006,93.672794,22.793089,Tiphul Village town,1,1
2006,92.320319,20.8614,Naf River,1,1
2006,93.5,22,Chin State,1,1
2006,96.283333,19.25,Swa town,1,1
2006,95.179953,16.892569,Einme Township,1,1
2006,93.334704,20.501243,Sittwe District,1,1
2006,94.03112,19.917733,Kyaukpyu District,1,1
2006,96,21,Mandalay Division,2,2
2006,96.949847,18.864067,Hoki Town,1,1
2006,96.805081,18.954692,Naw Thay Der town,1,1
2006,96.835253,18.929347,Gha Muh Der Town,1,1
2006,97.15,18.816667,Bawlakhe District,1,1
2007,96.611292,26.525625,Hukawng Valley,1,1
2007,96.729161,18.633767,Maladaw town,1,1
2007,96.569319,18.795461,Yay Shah Village town,1,1
2007,93.45,21.6,Matupi Township,3,3
2007,97.866667,20.516667,Murng Nai Township,1,1
2007,96.25,18.25,Bago Division,1,1
2007,93.411653,22.048806,Rezua Township,1,1
2007,96.166667,17,Yangon Division,1,1
2007,92.529996,20.875369,Buthidaung Township,1,1
2007,93.40479,21.472021,Mindat District,1,1
2007,96.772247,18.327769,Kyauk Kyi town,1,1
2007,96.533333,18.716667,Zayatkyi town,1,1
2007,99.880833,20.4475,Tachilek Township,2,2
2007,96.824444,18.885833,Hsaw Wah Der Town,2,2
2007,96.766019,18.949756,Peh Kaw Der town,1,1
2007,96.906797,19.012433,Ber Ka Lay Koh town,1,1
2007,96.875314,17.923614,Shwegyin town,1,1
2007,96.949847,18.864067,Hoki Town,2,2
2007,92.360793,20.922044,Maungdaw Township,1,1
2007,96.575628,18.845494,Saw Loh town,1,1
2007,96.847292,18.729997,Si Daw Koh town,3,3
2007,97.851753,15.761408,Mawlamyine District,1,1
2007,97.274696,17.1325,Thaton District,3,3
2007,92.63,20.74,Baw Li village,1,1
2007,96.758722,18.81995,Ko Loo town,3,3
2007,97.145268,25.785516,Myitkyina District,1,1
2007,97.224492,19.381289,Htee Byah Nye Town,1,1
2007,97.5,26,Kachin State,3,3
2007,96.150408,16.79845,Yangon town,9,9
2007,95.133333,20.833333,Kyaukpadaung Township,1,1
2007,96.201667,16.794444,Thaketa Township,4,4
2007,93.3584,22.546975,Hrangpi Village Town,1,1
2007,92.61136,20.4805,Tha Win Chaung village,1,1
2007,99.25,20.533333,Mong Hsat Township,4,4
2007,92.38,21.44,Nasaka 1 Sector,1,1
2007,92.36883,20.85761,Bet Kar Gone Nar village,2,2
2007,98.394603,16.003333,Kyaikdon town,2,2
2008,99.05,12.416667,Myeik District,1,1
2008,96.25,18.25,Bago Division,1,1
2008,98,22,Myanmar (Burma),1,0
2008,92.444786,20.680811,Aley Than Kyaw village,1,1
2008,97.851753,15.761408,Mawlamyine District,2,2
2008,97.818439,15.112328,Yin Ye town,1,1
2008,96.150408,16.79845,Yangon town,1,1
2008,97.71672,20.89184,Namsang Township,1,1
2008,98.394603,16.003333,Kyaikdon town,2,2
2008,96.805081,18.954692,Naw Thay Der town,1,1
2008,96.784708,18.911781,Kler La town,1,1
2008,94.03112,19.917733,Kyaukpyu District,2,2
2008,97.681672,23.836011,Namkham Township,3,3
2008,97.7,17.7,Hpa-an District,1,1
2008,95,17,Ayeyarwady Division,1,1
2008,94.25,19,Rakhine State,2,2
2008,92.937633,20.137544,River off Sittwe (in),1,1
2008,97.178824,24.260229,Bhamo District,1,1
2008,96.728289,18.928094,Maw Pah Der town,1,1
2008,97.209444,19.674167,Loikaw town,1,1
2008,95.391822,21.45745,Myingyan Township,1,1
2008,92.529996,20.875369,Buthidaung Township,1,1
2008,96.884731,18.645019,Play Kee town,1,1
2008,96.25,18.25,Bago region,1,1
2008,95.866666,20.866666,Meiktila town,1,1
2008,98.75,13,Tanintharyi region,4,4
2009,97.530556,21.607778,Mong Keung Township,2,2
2009,96.824444,18.885833,Hsaw Wah Der Town,1,1
2009,97.7,17.7,Hpa-an District,1,1
2009,97.668024,21.272245,Lai-Kha Township,2,2
2010,96.772247,18.327769,Kyauk Kyi town,1,1
2010,96.533333,18.716667,Zayatkyi town,1,1
2010,97.530556,21.607778,Mong Keung Township,6,6
2010,96.25,18.25,Bago region,2,2
2010,96.716117,17.867858,Pyuntaza town,1,1
2010,98.118161,16.038403,Kya In Seik Gyi town,1,1
2010,97.82099,21.929133,Kyethi Township,1,1
2011,98.393056,22.495278,Tangyan Township,1,1
2011,97.209444,19.674167,Loikaw town,1,1
2011,97.782384,27.268922,Putao District,1,1
2011,98.429888,21.304659,Kun-Hing Township,3,3
2011,97.300331,22.616594,Hsipaw Township,2,1
2011,97.25886,23.91483,Je Sawan village,2,2
2011,98.040278,22.428333,Mong Yai Township,1,0
2011,96.643444,25.498067,Kahtan Yang Village,1,1
2011,98.934444,20.294722,Mong Ton Township,1,1
2011,98.75,13,Tanintharyi region,2,2
2012,97.341751,19.49125,Loikaw District,1,1
2012,97.782384,27.268922,Putao District,1,1
2012,92.9,20.15,Sittwe town,67,67
2012,94.25,19,Rakhine State,7,3
2012,93.539136,19.43055,Kyaukpyu town,3,3
2012,94.03112,19.917733,Kyaukpyu District,1,1
2013,97.517408,25.87835,"Putao to Myitkyina road, 42 miles outside Myitkyina.",3,3
2013,96.316667,25.616667,Hpakant Township,1,0
2013,98.4519,22.3553,Loi Ze village,2,0
2013,92.887325,20.138358,Sittwe District,3,3
2013,93.068563,20.179267,Pauktaw village,1,1
2013,92.9,20.15,Sittwe town,1,1
2013,99.316667,22.016667,Mungpaw town,1,1
2013,97.02718,23.68174,Nam Han village,1,1
2014,92.41,20.76,Du Char Yar Tan village,40,40
2014,97.401111,23.0925,Nam-Tu Township,1,1
2014,98.365374,21.906598,Mong Hsu Township,2,2
2015,93.232062,22.371348,Chin and Rakhine states border to Bangladesh and India,2,2
2015,97.854588,23.705876,road between Kutkai and Muse,4,4
2015,97.445,18.064,Papun District,1,1
2015,97.251423,21.014785,Hopong Township,1,1
2015,96.711667,25.523056,Kamaing Town,1,1
2015,96.708799,25.539785,Road between Hpakant and Mogaung,1,1
2015,92.9,20.15,Sittwe town,1,1
2015,99.880833,20.4475,Tachilek Township,1,1
2015,98.365374,21.906598,Mong Hsu Township,1,1
2015,92.44273,20.96881,Pyain Chaung village,1,1
2016,97.120372,23.25114,Manton Township,1,1
2016,94.25,19,Rakhine State,5,1
2016,97.809621,22.640325,Teung Hai village,1,1
2016,97.294235,24.11971,Mansi Township,3,3
2016,97.394394,25.386411,Myitkyina City,1,1
2016,98.107848,23.02163,Mong Yaw village,5,5
2016,92.300734,21.049909,Doe Tan village,1,1
2016,92.40419,20.83091,Myo Thu Gyi (Yar Zar Bi) village,7,7
2016,92.99779,20.11078,Kyaukpyinseik,3,3
2016,98.312316,24.099889,Monekoe town,18,18
2017,97.161526,22.965028,Namhsan Town,2,2
2017,98.076855,23.574375,Kutkai Township,1,1
2017,97.22787,23.9712,Möng Hkawng village/IDP camp,3,3
2017,97.151323,22.979572,Namhsan Township,4,0
2017,96.597658,25.195076,Mohnyin District,1,1
2017,92.310483,21.294133,Khamaung Zeik Village Tract,4,4
2017,92.656791,20.411849,Chein Kar Li village,94,94
2017,92.360793,20.922044,Maungdaw Township,8,8
2017,92.20974,21.15727,Kun Thee Pin village,4,4
2017,94.786249,16.396698,Kyet Yoe Pin village,20,20
2017,92.550079,20.76815,Sein Hnyin Pyar village tract,3,3
2017,92.342644,20.97447,Myaw Taung village,18,18
2017,92.6426,20.5701,Chut Pyin village,179,179
2017,92.40419,20.83091,Myo Thu Gyi (Yar Zar Bi) village,2,2
2017,92.5823,20.511,Inn Din village,6,6
2017,92.293404,21.23489,Let Yar Chaung village,4,4
2017,92.53038,20.950781,Maung Nu Village,82,82
2017,92.574798,20.77413,Wa Ra Kyun village,1,1
2017,92.5441,20.7534,Gu Dar Pyin village,243,243
2017,92.650177,20.432279,Koe Tan Kauk village,50,47
2017,92.3282,21.1366,Min Gyi village,750,750
2017,92.320319,20.8614,Naf River,6,6
2017,92.295982,20.973431,Yae Twin Kyun village,2,2
2018,97.17193,22.54817,Nawng-ang village,1,1
2018,94.25,19,Rakhine State,1,1
2019,96.712445,26.509765,Tanai Township,1,1
2019,93.107697,20.81049,Yan Aung Pyin village,1,0
2019,92.671181,20.726419,Say Taung village,5,5
2019,92.60395,20.82148,Kin Taung village,9,9
2019,92.7506,20.60182,Kyauktan village,3,2
2019,93.196389,20.586667,Mrauk U town,2,1
2019,92.529996,20.875369,Buthidaung Township,3,0
2019,93.467111,20.416925,Minbya township,1,0
1995,97.7425,17.785833,Moei River,2,0
1996,97.75,17.5,Kayin State,13,0
1996,98.506111,16.686389,Myawaddy town,5,0
1996,98.331783,14.705158,Thai Border East,20,0
1996,97.7425,17.785833,Moei River,6,0
1998,98.506111,16.686389,Myawaddy town,50,0
1998,97.75,17.5,Kayin State,2,2
1999,97.75,17.5,Kayin State,7,0
2001,98.506111,16.686389,Myawaddy town,2,0
2001,98.331783,14.705158,Thai Border East,4,0
2007,98.244408,15.833678,Kawkareik District,2,0
2007,98.401939,16.692983,Thingayinong town,4,0
2007,98.506111,16.686389,Myawaddy town,1,1
2005,97.840192,19.173853,Thai Border Northeast,2,0
2005,99.0525,20.001944,Thai border North Myanmar,90,0
2005,98.934444,20.294722,Mong Ton Township,4,0
1995,93.733333,23.75,Falam District,25,0
1995,93.5,22,Chin State,4,0
2000,95.5,23.5,Sagaing District,40,0
2001,95.433333,26.333333,Lahe Township,62,0
2004,96,27,Patkai Bum,2,0
2005,95.5,23.5,Sagaing District,15,0
2005,95.5,23.5,Sagaing Division,8,0
2006,95.5,23.5,Sagaing Division,23,0
2007,95.5,23.5,Sagaing Division,71,0
2011,95.5,23.5,Sagaing region,5,0
2001,92.9,20.15,Sittwe town,13,0
2001,92.755714,20.484947,Rathedaung Township,15,0
2001,96.433333,18.933333,Toungoo town,9,0
2003,96.130278,21.613056,Kyauk Se town,9,0
2006,94.75,20.5,Magwe Division,2,0
2012,94.24078,18.85609,Taungup town,10,0
2012,92.9391,20.905221,Kyauktaw Township,8,0
2012,92.958811,20.870007,Kyauktaw town,5,0
2012,93.51408,20.49283,Minbya township,7,0
2012,93.17785,20.62644,Mrak U township,38,0
2013,95.866666,20.866666,Meiktila town,13,0
2013,94.1,23.466667,Okkan village,1,0
2013,97.746222,22.942711,Lashio town,1,0
2013,94.365632,18.465373,Thandwe town,5,0
2014,96.083333,22,Mandalay town,1,0
2015,93.077728,21.388336,Paletwa Township,1,0
2015,92.9391,20.905221,Kyauktaw Township,1,0
2016,93.171917,20.391694,North Rakhine State,1,0
2017,93.00596,20.931084,Kaladan River in Paletwa Township,12,1
2017,92.529996,20.875369,Buthidaung Township,1,0
2018,92.529996,20.875369,Buthidaung Township,1,0
2018,92.693827,21.254797,Between Buthidaung Township (Rakhine State) and Paletwa Township (Chin State),13,0
2018,92.755714,20.484947,Rathedaung Township,4,0
2018,92.7506,20.60182,Kyauktan village,3,0
2019,93.171917,20.391694,North Rakhine State,53,0
2019,94.25,19,Rakhine State,15,0
2019,93.023824,21.374056,Paletwa Township,3,0
2019,92.429176,21.151251,Kyaung Taung village,1,0
2019,92.59862,20.79535,Hpon Nyo Leik village,3,2
2019,92.73933,20.603283,Tha Mee Hla village,1,1
2019,92.360793,20.922044,Maungdaw Township,1,0
2019,92.688728,20.450081,Myin Hpu village,1,1
2019,92.990406,20.509937999999998,Pan Ni Lar village,6,0
2019,92.977379,20.57023,Yoe Ta Yoke village,4,0
2019,93.127037,20.714032,Aukthakan village,2,2
2019,93.237335,20.664303,Lay Hnyin Taung village,2,0
2019,93.19559,20.55839,Baungdwet village,2,2
2019,93.361269,20.435966,Mrauk-U District,1,0
2019,92.97527,20.84468,Kyauktaw town,1,0
2019,92.85551,21.30447,Paletwa town,4,0
2019,93.00008,20.95108,Myauktaung village,1,1
2019,93.016258,20.91102,Ah Lel Kyun village,2,2
2019,93.31362,20.447306,Sa Par Htar village,6,6
2019,92.89835,20.14624,Sittwe town,2,0
2019,93.55395,19.98217,Myebon Township,3,0
2019,93.023824,21.374056,Representation point for Bangladesh/Myanmar (Burma) border in Paletwa township,2,0
2019,92.98519,21.01285,Tinma village,2,0
2019,92.897641,20.545228,Ponnagyun township,1,0
2019,93.31662,20.58422,Daingtha village,3,0
2019,93.26266,20.59706,Panmyaung village,3,3
2019,93.092512,20.774044,Pauk Pin Kwin village,2,0
2019,92.911201,20.70779,Kan Thone Sint village,1,1
2019,92.451192,20.850039,Buthidaung-Maungdaw road,2,0
2019,92.733718,20.492993,Mayu River in Rathedaung township,3,0
2019,93.278789,20.62823,Kyaung Taung village,1,0
2019,92.792064,21.423849,Representation point for Kaladan River in Paletwa Township,2,2
2006,97.681672,23.836011,Namkham Township,2,0
2011,97.863931,22.615957,Longkawng village town,1,0
2011,98.546667,21.039444,Wan hpai town,20,0
2011,97.033333,20.783333,Taunggyi Township,8,0
2013,98.393056,22.495278,Tangyan Township,4,0
2013,98.124877,22.547101,Loy Zay,10,0
2013,96.9562,22.094,Nawnghkio town,3,0
2014,97.82099,21.92913,Kyethi Town,7,0
2015,98.132189,21.919271,Wan Hai Village,8,0
2015,97.82099,21.929133,Kyethi Township,7,0
2015,98.365374,21.906598,Mong Hsu Town,1,1
2015,97.82099,21.92913,Kyethi Town,2,0
2016,97.560583,22.3756,Hsipaw Township,1,0
2016,96.913549,22.599436,Kyaukme Township,1,0
2018,97.560583,22.3756,Hsipaw Township,1,0
2019,97.560583,22.3756,Hsipaw Township,1,1
2013,97.937993,23.457894,Kutkai Township,4,0
2013,96.89495,22.85177,Kun Sa Lan village,2,0
2013,97.05,22.5,Kyaukme township,3,0
2013,97.71672,20.89184,Nansang Township,3,0
2014,97.681672,23.836011,Namkham Township,4,1
2014,97.940278,23.456667,Kutkai Town,6,0
2014,97.05,22.5,Kyaukme township,2,0
2015,97.401111,23.0925,Nam-Tu Township,1,0
2015,96.587381,23.016297,Between Mogok and Mongmit Townships,2,2
2015,98.09862,23.57597,Tarmoenye village,3,0
2015,97.134812,23.03228,Namhsan Township,1,0
2015,97.257543,23.378299,Manton Township,2,0
2015,96.454553,23.14755,Mongmit Township,1,0
2016,98.076855,23.574375,Kutkai Township,1,1
2017,97.10575,22.67593,Tao Hpai village,4,0
2017,97.83384,23.4396,Pangku village,6,0
2017,97.626941,23.722301,Namhkan Township,1,0
2017,96.913549,22.599436,Kyaukme Township,3,0
2017,97.538386,23.180624,Man Aing village,6,0
2017,97.680516,23.83505,Namhkan town,5,0
2017,98.24361,23.45511,Penghwe village,2,2
2018,97.52127,22.98278,Nar Hseng village,1,1
2018,97.912752,23.993444,Muse town,19,15
2018,97.53712,23.1898,Mān-ai village,3,0
2018,97.626941,23.722301,Namhkan Township,6,0
2018,97.680516,23.83505,Namhkan town,1,0
2018,98.107848,23.02163,Mong Yaw village,4,0
2018,97.047146,23.043931,Man Long village,2,2
2019,96.633968,22.175979,Between Pyin Oo Lwin (Mandalay Region) and Nawnghkio (Shan state),3,1
2019,96.468391,22.032203,Pyin Oo Lwin town,1,1
2019,96.835863,22.354569,Gok Twin Bridge,11,1
2019,97.751354,22.962994,Lashio town,1,1
2019,97.938218,22.989489,Lashio Township,9,0
2019,97.811198,23.580263,Lashio-Muse road,1,0
2019,97.931008,23.457278,Kutkai town,5,5
2019,97.161526,22.965028,Namhsan Town,1,1
2019,96.913549,22.599436,Kyaukme Township,1,1
2019,97.151323,22.979572,Namhsan Township,2,0
2019,97.96569,23.3026,Hseni town,3,0
2019,98.46461,23.60177,Man Nawng village,1,0
2019,97.4,23.083333,Namtu Township,1,1
2016,92.399878,20.911642,Kyi Kan Pyin town,5,0
2016,92.755714,20.484947,Rathedaung Township,1,0
2016,92.529996,20.875369,Buthidaung Township,9,0
2016,92.3393,21.04649,Pyaung Pyit village,5,0
2016,94.786249,16.396698,Kyet Yoe Pin village,10,0
2016,92.360793,20.922044,Maungdaw Township,30,0
2017,92.45,20.833333,Mayu Range,1,0
2017,92.44686,21.15338,Tin May village,2,0
2017,92.539136,21.088739,Maungdaw District,36,2
2017,93.171917,20.391694,North Rakhine State,1,0
2017,94.25,19,Rakhine State,140,2
2017,92.503402,21.009043,Taung Bazar village,10,0
2017,92.443197,20.682275,Alel Than Kyaw village,18,1
2017,92.524782,20.955027,Hpaung Taw Pyin village,4,0
2016,92.293056000000007,21.020833,Nga Khu Ya village,1,1
2017,92.3393,21.04649,Pyaung Pyit village,1,1
2017,92.279617,21.054871,Yae Twin Pyin village,1,1
2017,92.274017,21.09911,Kyun Pauk Pyu Su village tract,2,2
2017,92.272541,21.269569,Ah Nauk Ka Maung Seik village,53,53
2017,92.366667,20.816667,Maungdaw town,1,1
2017,92.50262,20.62728,Anauk Myinhlut village,6,6
2017,92.2976,21.0528,Khu Daing village,6,6
1999,21,-17.983333,Mbambi town,1,0
2000,23.383333,-17.8,Kongola town,7,0
2000,21.233333,-17.95,Mayara town area,31,0
2000,21.316667,-17.983333,Biro town,12,0
2000,23,-17.833333,Caprivi region,1,0
2002,23,-17.833333,Caprivi region,2,0
1996,20.466667,-17.95,Ndonga-Linena Ndonge Linona,2,2
2000,21.633333,-18.116667,Bagani town,3,3
